dept_name,first_name,last_name,emp_no
Finance,Olivera,Thibadeau,16549
Development,Sadegh,Ranon,16551
Research,Sadegh,Ranon,16551
Development,Mostafa,Hiltgen,16556
Customer Service,Hein,Senzako,16567
Production,Uta,Matzen,16570
Quality Management,Masaru,Valiente,16580
Sales,Vishwani,Honglei,16607
Development,Arvind,Boguraev,16619
Production,Yongdong,Heyers,16657
Research,Florian,Soicher,16658
Sales,Georgi,Peris,16672
Development,Duke,Takanami,16674
Development,Domenick,Cummings,16679
Research,Domenick,Cummings,16679
Production,Hatem,Ghandeharizadeh,16683
Development,Ramachenga,Zumaque,16716
Human Resources,Sasan,Benantar,16719
Customer Service,Mohd,Randt,16723
Finance,Kirk,Broomell,16729
Development,Domenico,Versino,16731
Development,Vojin,Masaki,16759
Research,Vojin,Masaki,16759
Development,Shigeichiro,Bamford,16799
Development,Gila,Strooper,16801
Development,Ziva,Rohrbach,16803
Sales,Sreekrishna,Dayana,16806
Customer Service,Sreekrishna,Dayana,16806
Sales,Kiyokazu,Katiyar,16808
Human Resources,Leon,Stasinski,16851
Production,Yefim,Fontet,16852
Customer Service,Yefim,Fontet,16852
Production,JiYoung,Eppinger,16862
Customer Service,JiYoung,Eppinger,16862
Production,Candido,Gecsel,16864
Research,Yakkov,Huttel,16869
Production,Munir,Stiles,16871
Development,Nikolaos,Radhakrishnan,16875
Production,Honesty,Bresenham,16880
Quality Management,Charlene,Ebeling,16897
Development,Kazunori,Botman,16910
Research,Kazunori,Botman,16910
Production,Tesuya,Yurov,16919
Sales,Evgueni,Yeung,16921
Marketing,Akhilish,Apsitis,16954
Research,Sangeeta,Marrakchi,16955
Development,Sanjit,Braccini,16969
Production,Hirochika,Gecseg,16986
Finance,Xiong,Peron,16988
Sales,Hongzue,Dahlbom,16993
Production,Bezalel,Sadowsky,16999
Research,Bezalel,Sadowsky,16999
Development,Valdiodio,Petereit,17012
Development,Berhard,Tasistro,17018
Production,Ewing,Siepmann,17024
Customer Service,Nishit,Montemayor,17041
Development,Fay,Kornyak,17046
Quality Management,Christoph,Murthy,17048
Development,Marin,Wixon,17055
Sales,Anoosh,Thiran,17063
Development,Heping,Ruther,17066
Development,Bodh,Gopalakrishnan,17068
Research,Bodh,Gopalakrishnan,17068
Customer Service,Richara,Bala,17072
Production,Gudjon,Hitomi,17076
Quality Management,Gudjon,Hitomi,17076
Customer Service,Gill,Hinsberger,17078
Quality Management,Weiru,Murtafg,17081
Sales,Rafail,Erman,17089
Development,Xuedong,Gelosh,17098
Development,Sandeepan,Compeau,17101
Sales,Radhika,Garnick,17102
Development,Takahiro,Feldmann,17103
Research,Takahiro,Feldmann,17103
Human Resources,Yifei,Polupanov,17120
Quality Management,Akhilish,Zweizig,17125
Customer Service,Matk,Schapire,17126
Production,Ziyad,Munke,17143
Sales,Aemilian,Barbanera,17146
Production,Danai,Vecchio,17158
Customer Service,Danai,Vecchio,17158
Development,Quingbo,Mitchem,17159
Production,Shay,Montemayor,17160
Development,Yurii,Papsdorf,17163
Research,Vasilis,Guardalben,17199
Production,Junichi,Langford,17215
Production,Lorien,Panwar,17220
Development,Leen,Muchinsky,17222
Development,Ronnie,Rissanen,17235
Production,Matk,Merro,17236
Sales,Neven,Milicia,17245
Development,Abdulah,Famili,17260
Development,Arnd,Hopewell,17277
Production,Xuejia,Merle,17280
Finance,Mario,Weiland,17285
Quality Management,Shrikanth,Pietrzykowski,17294
Development,Arumugam,Ramsay,17326
Marketing,Yongmin,Gihr,17327
Development,Shaunak,Tyugu,17329
Research,Shaunak,Tyugu,17329
Production,Shigenori,Chaudhuri,17336
Production,Fan,Mullainathan,17339
Development,Fan,Mullainathan,17339
Finance,Yurii,Brookman,17340
Sales,Muneo,Katiyar,17352
Development,Mingzeng,Weisert,17355
Research,Youngkon,Nooteboom,17384
Marketing,Shir,Serra,17387
Production,Valeri,Henders,17396
Quality Management,Kenroku,Hardjono,17397
Customer Service,Leni,Vilarrasa,17412
Sales,Chirstian,Munawer,17436
Production,Makato,Belinskaya,17448
Development,Makato,Belinskaya,17448
Sales,Abdelghani,Irland,17468
Production,Genevieve,Lichtner,17470
Marketing,Murthy,Verhoeff,17472
Development,Gully,Staudhammer,17487
Human Resources,Karlis,Vigier,17489
Production,Jinya,Bratsberg,17500
Production,Gunilla,Moffat,17505
Production,Frederique,Hofmeyr,17512
Development,Frederique,Hofmeyr,17512
Development,Shahab,Keohane,17520
Development,Cathie,Uhrik,17539
Production,Kien,Marletta,17544
Finance,Pradeep,Neiman,17552
Finance,Makato,Tsukuda,17556
Development,Annemarie,Papastamatiou,17559
Research,Annemarie,Papastamatiou,17559
Sales,Berthier,Deverell,17573
Quality Management,Behnaam,Krybus,17576
Development,Kauko,Spieker,17582
Human Resources,Emdad,Coorg,17584
Customer Service,Lein,Halevi,17586
Sales,Mostafa,Winter,17629
Sales,Vasilis,Swab,17647
Production,Thanasis,Zucker,17657
Development,Adib,Braccini,17674
Development,Mingdong,Ramalingam,17677
Marketing,Bernt,Henders,17683
Sales,Bernt,Henders,17683
Production,Faiza,Cincotta,17688
Production,Feiyu,Kusalik,17696
Development,Radhia,Heping,17699
Research,Vatsa,Broomell,17704
Production,Toshimo,Mellouli,17705
Development,Owen,Katiyar,17711
Quality Management,Josyula,Vitiello,17716
Research,Tsuneo,Lienhardt,17728
Research,Tru,Cappelletti,17742
Development,Hatem,Schreiter,17745
Customer Service,Chirstian,Matzov,17778
Sales,Matt,Stifter,17791
Marketing,Guangming,Suessmith,17798
Production,Jianhua,Glowinski,17807
Development,Shuji,Wissmann,17815
Production,Toshimo,Kenevan,17816
Development,Zhilian,Fiutem,17834
Development,Tonny,Sherertz,17840
Production,Hilary,Ramaiah,17841
Human Resources,Mandell,Varker,17849
Production,Xiaocheng,Prochazka,17869
Development,Xiaocheng,Prochazka,17869
Quality Management,Ebbe,Hedayat,17871
Sales,Rutger,Minakawa,17874
Development,Isaac,Luiz,17891
Development,Sakthirel,Belinskaya,17900
Finance,Kotesh,Bernini,17907
Development,Sukumar,Morrin,17916
Quality Management,Adamantios,Baezner,17925
Development,Sanjit,Beidas,17973
Quality Management,Sanjit,Beidas,17973
Sales,Oguz,Angelopoulos,17986
Customer Service,Oldrich,Vickson,17995
Sales,Vidya,Hanabata,18006
Customer Service,Vidya,Hanabata,18006
Development,Jiong,Shanbhogue,18013
Sales,Somnath,Kaminger,18016
Sales,Sasan,Schrooten,18018
Research,Adhemar,Pelz,18020
Production,Jasminko,Brookner,18030
Sales,Chriss,Wroclawski,18065
Quality Management,Lein,Goodrum,18075
Production,Satyanarayana,Rosar,18080
Development,Satyanarayana,Rosar,18080
Development,Kazuhiko,Fendler,18099
Sales,Sanjai,Genin,18108
Customer Service,Kristinn,Hitomi,18123
Research,Claudi,Cairo,18130
Development,Ult,Pesch,18134
Development,Moni,Baezner,18138
Research,Moni,Baezner,18138
Production,Dayanand,Danlos,18155
Customer Service,Gregory,Beerel,18181
Human Resources,Demin,Irland,18208
Development,Mabo,Radhakrishnan,18210
Customer Service,Constantino,Journel,18212
Production,Gully,Mitchem,18223
Research,Gully,Mitchem,18223
Production,Limsoon,Tramer,18237
Production,Shichao,Demian,18242
Research,Alair,Panangaden,18251
Development,Shridhar,Baak,18261
Sales,Yefim,Karnin,18274
Sales,Guther,Nastansky,18297
Development,Ioana,Dalton,18310
Development,Hongzue,Msuda,18316
Production,Tonia,Lueh,18322
Development,Oddvar,Tiemann,18323
Quality Management,Oddvar,Tiemann,18323
Production,Munehiro,Plesums,18333
Human Resources,Gian,Debuse,18375
Production,Wayne,Stranks,18376
Development,Remko,Mattern,18382
Production,Wuxu,Aseltine,18393
Sales,Vidya,Itzfeldt,18401
Customer Service,Bernice,Ritzmann,18402
Finance,Kiyomitsu,Qiwen,18427
Quality Management,Chiradeep,Iacovou,18438
Sales,Florina,Swick,18443
Development,Rosine,Bazelow,18448
Finance,Takahito,Hoppenstand,18450
Sales,Eric,Anido,18454
Customer Service,Shuzo,Kavanagh,18459
Development,Kirk,Cunliffe,18468
Production,Mitsuyuki,Stranks,18478
Production,Mechthild,Marletta,18503
Development,Pascal,Marzano,18511
Finance,Joydip,Onuegbe,18532
Development,Tiina,Anido,18542
Production,Gladys,Sankaranarayanan,18547
Development,Xinglin,Flowers,18571
Finance,Zongyan,Baca,18573
Production,Mabo,Bamford,18580
Sales,Mitsuyuki,Ranai,18581
Customer Service,Mitsuyuki,Ranai,18581
Production,Rafols,Sridhar,18663
Sales,Itzchak,Akaboshi,18664
Development,Hitofumi,Baja,18666
Research,Hitofumi,Baja,18666
Development,Shan,Nastansky,18671
Development,Ohad,Orlowski,18673
Sales,Roded,Lambe,18679
Sales,Mori,Ratnakar,18701
Sales,Debaprosad,Schicker,18706
Sales,Cullen,Marchegay,18725
Development,Tzvetan,Luft,18728
Quality Management,Fei,Yurek,18770
Sales,Domenick,Haraldson,18771
Development,Shay,Akazan,18775
Finance,Pohua,Hempstead,18784
Production,Guozhong,Veevers,18786
Development,Guozhong,Veevers,18786
Sales,Reinhold,Domenig,18789
Development,Florina,Rahier,18790
Research,Kshitij,Lunn,18799
Finance,Akhilish,Petereit,18806
Sales,Laurentiu,Munoz,18809
Research,Cheong,Oxenboll,18811
Human Resources,Kristin,Xiaoshan,18817
Development,Roded,Majewski,18833
Development,Uwe,Lieblein,18835
Production,Fumiyo,Hettesheimer,18866
Quality Management,Fumiyo,Hettesheimer,18866
Development,Sajjan,Stassinopoulos,18888
Human Resources,Pasqua,Litecky,18890
Production,Remco,Stille,18919
Development,Maren,Radwan,18921
Development,Muneo,Msuda,18927
Development,Barun,Panienski,18933
Marketing,Anneli,Rando,18943
Production,Gio,Warwick,18946
Production,Ziya,Flexer,18955
Production,Girolamo,Fujisawa,18979
Quality Management,Girolamo,Fujisawa,18979
Development,Weiye,Kawashimo,18980
Finance,Pintsang,Babu,18986
Human Resources,Goh,Quittner,18989
Sales,Leszek,Mitsuhashi,18994
Development,Martina,Hempstead,19006
Sales,Gal,Panangaden,19012
Sales,Jiafu,Danecki,19014
Production,Ferdinand,Nanard,19027
Development,Khosrow,Jiang,19029
Sales,Rosella,Pollock,19031
Production,Fuqing,Bellone,19035
Customer Service,Fuqing,Bellone,19035
Finance,Sampalli,Vesna,19036
Quality Management,Lucien,Bernardeschi,19037
Production,Rosita,Levergood,19042
Sales,Nikolaus,Radhakrishnan,19048
Human Resources,Breannda,Picht,19049
Development,Marek,Cappello,19051
Human Resources,Hein,Ferretti,19076
Development,Badri,Ellozy,19089
Sales,Jenwei,Denis,19109
Finance,Jayson,Pietracaprina,19114
Development,Giri,Qiwen,19120
Production,Bowen,Jiafu,19129
Quality Management,Bowen,Jiafu,19129
Sales,Seongbin,Bakhtari,19134
Sales,Chaitali,Bennis,19147
Research,Jeanne,Peral,19151
Marketing,Inderjeet,Denna,19154
Sales,Tetsurou,Jervis,19160
Customer Service,Tetsurou,Jervis,19160
Production,Chinho,Fadgyas,19162
Development,Yinlin,Schusler,19192
Sales,Arto,Sommen,19201
Sales,Moto,Sinitsyn,19205
Production,Wanqing,Pellegrinelli,19206
Human Resources,Berhard,Encarnacion,19209
Human Resources,Guenter,Vitiello,19244
Production,Saniya,Iivonen,19249
Quality Management,Saniya,Iivonen,19249
Customer Service,Rosita,Riexinger,19256
Development,Anoosh,Pelc,19259
Production,Adit,Papastamatiou,19268
Development,IEEE,Schoegge,19294
Development,Bouchung,Guerreiro,19310
Research,Bouchung,Guerreiro,19310
Sales,Xianlong,Halevi,19318
Customer Service,Xianlong,Halevi,19318
Production,Yannik,Smeets,19328
Quality Management,Yannik,Smeets,19328
Production,Alair,Marletta,19329
Quality Management,Changho,Khamsi,19332
Development,Sanjeeva,Schrooten,19333
Research,Susanta,Khalid,19335
Development,Mayumi,Schaar,19353
Marketing,Masato,Prenel,19356
Customer Service,Masato,Prenel,19356
Sales,Xiahua,Holburn,19381
Research,Boaz,Back,19393
Finance,Charmane,Bahl,19394
Human Resources,Charmane,Bahl,19394
Customer Service,Arnd,Diderrich,19397
Production,Sakthirel,Lindenbaum,19406
Sales,Palash,Bernardeschi,19419
Production,Florian,Budinsky,19422
Quality Management,Florian,Budinsky,19422
Development,Xuejia,Pettey,19425
Customer Service,Baoqiu,Buescher,19453
Human Resources,Taisook,Hutter,19454
Customer Service,Mitchel,Ecklund,19467
Development,Huiqun,Cannane,19487
Development,Maris,Perly,19488
Production,Caolyn,Tramer,19493
Finance,Kokou,Baranowski,19501
Production,Jaana,Papsdorf,19503
Marketing,Jamaludin,Fujisaki,19511
Development,Keiichiro,Gurbaxani,19515
Finance,Genta,Vieri,19518
Human Resources,Genta,Vieri,19518
Development,Chaitali,Perl,19543
Production,Kwan,Penz,19546
Production,Zito,Riesenhuber,19565
Sales,Stein,Tagansky,19580
Production,Edwin,Veccia,19583
Research,Edwin,Veccia,19583
Development,Hirochika,Minakawa,19586
Production,Sandeepan,Olivero,19602
Marketing,Chenxi,Erdmenger,19612
Customer Service,Chenxi,Erdmenger,19612
Development,Niranjan,Uchoa,19616
Production,Mircea,Landherr,19617
Development,Radhakrishnan,Albarhamtoshy,19621
Sales,Younwoo,Wolniewicz,19624
Sales,Stepehn,Matzke,19629
Development,Tayeb,Nourani,19633
Sales,Phuoc,Etalle,19634
Development,Dipayan,Papastamatiou,19637
Human Resources,Sibyl,Terlouw,19639
Production,Tonny,Francisci,19640
Quality Management,Tonny,Francisci,19640
Production,Jackson,Isaac,19644
Development,Gay,Crooks,19653
Research,Sangeeta,Speckmann,19661
Sales,Sverrir,Navazio,19663
Development,Khalid,Zielinski,19665
Marketing,Munenori,Matzel,19667
Sales,Shem,Honiden,19669
Customer Service,Mart,Varley,19674
Sales,Isamu,Herath,19675
Development,Xiping,Plotkin,19678
Sales,Ortrud,Biros,19708
Production,Xiaopeng,Asmuth,19709
Customer Service,Kristine,Litzler,19712
Development,Kwangyoen,Maksimenko,19720
Sales,Xuejun,Magalhaes,19723
Sales,Visit,Hasham,19724
Sales,Candido,Ramsey,19728
Production,Harngdar,Cools,19737
Quality Management,Harngdar,Cools,19737
Marketing,Giri,Sury,19738
Development,Aleksander,Skafidas,19744
Development,Rildo,Birdsall,19758
Customer Service,Saeed,Munke,19766
Finance,Aral,Katalagarianos,19771
Sales,Halsur,Ferretti,19777
Production,Kankanahalli,Azulay,19791
Finance,Tamiya,Benzmuller,19804
Research,Subhrajyoti,Rosaz,19814
Sales,Fox,Christ,19826
Quality Management,Dannz,Maliniak,19828
Development,Tadahiro,Hempstead,19839
Sales,Adil,Straney,19841
Marketing,Mohamadou,Peir,19843
Sales,Weicheng,Serre,19849
Sales,Xuejia,Kuzuoka,19874
Human Resources,Thanasis,Demri,19882
Human Resources,Tsvetan,Stasinski,19901
Production,Mototsugu,Rosenbaum,19904
Human Resources,Taizo,Bharadwaj,19933
Sales,Reinhard,Einsfeld,19940
Production,Shimshon,Schoegge,19943
Finance,Owen,Levasseur,19946
Development,Jaroslava,Kusakari,19950
Sales,IEEE,Conry,19955
Customer Service,IEEE,Conry,19955
Production,Mabry,Geffroy,19975
Development,Mabry,Geffroy,19975
Quality Management,Khatoun,Baba,19982
Production,Zhonghui,Taubenfeld,19984
Customer Service,Zhonghui,Taubenfeld,19984
Production,Berni,Chinen,19996
Development,Geoff,Birnbaum,20006
Development,Jaewoo,Lanphier,20013
Development,Felicidad,Bellone,20022
Production,Martine,Kambil,20024
Development,Tse,VanScheik,20037
Finance,Udo,Harbusch,20039
Sales,Margareta,Munck,20042
Development,Chikara,Adachi,20043
Human Resources,Hairong,Swiss,20055
Development,Pranay,Panwar,20059
Development,Chrisa,Attimonelli,20060
Production,Guttorm,Carrere,20063
Research,Guttorm,Carrere,20063
Finance,Mana,Onuegbe,20065
Production,Masali,Rouquie,20068
Human Resources,Guenter,Huhdanpaa,20069
Development,Mikhail,Oberman,20075
Human Resources,Janalee,Bach,20091
Production,Yoshimitsu,Hanabata,20117
Customer Service,Yoshimitsu,Hanabata,20117
Production,Josyula,Shigei,20119
Human Resources,Oldrich,Bazelow,20121
Sales,Ibibia,Polupanov,20148
Production,Isamu,Valiente,20159
Development,Gil,Zuberek,20169
Marketing,Emdad,Himler,20170
Sales,Emdad,Himler,20170
Production,Kazuhira,Murtha,20171
Marketing,Thodoros,Wegerle,20181
Sales,Thodoros,Wegerle,20181
Production,Jianhua,Narahari,20186
Production,Mark,Nanard,20189
Customer Service,Mark,Nanard,20189
Production,Ioana,Gihr,20218
Quality Management,Ioana,Gihr,20218
Marketing,Baziley,Rettelbach,20222
Development,Halsur,Fujisawa,20245
Development,Cristinel,Unno,20251
Quality Management,Yannik,Bratten,20259
Production,Amalendu,Willoner,20265
Sales,Ekawit,Kakkad,20266
Development,Monique,Parascandalo,20284
Marketing,Gou,Birnbaum,20305
Sales,Gou,Birnbaum,20305
Customer Service,Kellie,Krybus,20316
Sales,Katsuyuki,England,20325
Development,Miquel,Frijda,20334
Production,Magy,Wolniewicz,20336
Development,Masami,Jumpertz,20339
Production,Jeong,Antonakopoulos,20346
Production,Arve,Peir,20358
Development,Bernt,Takanami,20367
Customer Service,Denis,Samarati,20368
Development,Terresa,Sidje,20392
Production,Szabolcs,Shrader,20402
Quality Management,Rildo,Reinhard,20403
Production,Pranas,Genther,20407
Development,Debatosh,Smailagic,20408
Customer Service,True,Schapiro,20425
Sales,Oguz,Homond,20435
Finance,Rasiah,Kavraki,20436
Development,Abdelwaheb,Binkley,20450
Development,Nidapan,Gunderson,20454
Development,Sigeru,Highland,20456
Development,Boguslaw,Garrabrants,20489
Development,Soenke,Douceur,20490
Customer Service,Soenke,Douceur,20490
Sales,Lucien,Pagter,20494
Development,Suvo,Gini,20498
Research,Dines,Bednarek,20528
Development,Nevio,Katiyar,20530
Sales,Rosita,Kalloufi,20534
Sales,Woody,Chaudhury,20545
Human Resources,Edwin,Bugrara,20548
Development,Koichi,Kabayashi,20550
Human Resources,Toong,Panangaden,20558
Development,Bernd,Butterworth,20585
Production,Akeel,Clouatre,20586
Production,Martins,Dratva,20602
Quality Management,Martins,Dratva,20602
Customer Service,Marjo,Speer,20606
Sales,Arumugam,Navazio,20621
Development,Xiong,Nanard,20624
Production,Uno,Cusworth,20625
Production,Hercules,Varman,20626
Production,Masaki,Heiserman,20631
Production,Fumino,Baja,20635
Finance,Hsiangchu,Collavizza,20636
Development,Alexius,Vickson,20651
Development,Shushma,Linares,20666
Marketing,Maria,Avouris,20674
Development,Yefim,Flasterstein,20693
Sales,Aemilian,Arlazarov,20708
Human Resources,Nikolaos,Basart,20716
Sales,Billie,Sessa,20728
Marketing,Nitsan,Zyda,20751
Production,Jungsoon,Szilard,20755
Production,Ingemar,Taubman,20757
Sales,Steve,Viele,20765
Quality Management,Chenyi,Conry,20766
Development,Pranav,Luft,20793
Production,Shaz,Rathonyi,20794
Development,Shaz,Rathonyi,20794
Sales,Srinidhi,Sinicrope,20813
Production,Otilia,DeMori,20820
Human Resources,Brewster,Sewelson,20828
Sales,Jingling,Alameldin,20836
Research,Jinxi,Werthner,20857
Quality Management,Szabolcs,Michaels,20860
Production,Duangkaew,Hainaut,20881
Development,Yagil,Kemmerer,20903
Sales,Menkae,Miara,20923
Production,Along,Hebden,20929
Development,Ashish,Eiron,20958
Sales,Clyde,Erez,20964
Production,Tadanori,Bahl,20965
Quality Management,Tadanori,Bahl,20965
Development,Nimmagadda,Rijsenbrij,20968
Marketing,Hisao,Yavatkar,20974
Sales,Hisao,Yavatkar,20974
Sales,Pradeep,Kumaresan,20979
Human Resources,Domenick,Rabejac,20987
Sales,Christfried,Junet,21007
Production,Demin,Zedlitz,21011
Human Resources,Oksana,Brodie,21019
Human Resources,Kensei,Casley,21037
Production,Mack,Rajala,21044
Production,Saeko,Sichman,21054
Production,Shaw,Bolotov,21078
Quality Management,Chikara,Montresor,21092
Development,Lech,Chenoweth,21109
Sales,Shaowei,Solares,21110
Production,Ziyad,Coorg,21127
Marketing,Carrsten,Brizzi,21133
Sales,Carrsten,Brizzi,21133
Sales,Niteen,Haraldson,21138
Sales,Mayumi,Hennings,21143
Quality Management,Jouko,Demos,21157
Human Resources,Irena,Moffat,21161
Development,Mingdong,Pfau,21165
Customer Service,Emdad,Bressoud,21171
Production,Sajjad,Krohm,21192
Development,Sajjad,Krohm,21192
Production,Krisda,Walstra,21206
Production,Yechiam,Gelosh,21210
Development,Weiru,Angelov,21214
Development,Vasilis,Collavizza,21229
Research,Krister,Chinin,21239
Development,Fatemeh,Riexinger,21251
Research,Jaewon,Baba,21255
Marketing,Waiman,Suppi,21275
Human Resources,Waiman,Suppi,21275
Development,Nechama,Wendorf,21288
Development,Mani,Bahi,21312
Production,Laurentiu,Raney,21321
Development,Laurentiu,Raney,21321
Production,Satosi,Veccia,21336
Customer Service,Francesca,Ghalwash,21347
